,0,1,2,3,4,5,6,7,8,9
1.70375,44620496.1728684,42318923.3669117,46413521.3140508,42116799.233268,41966134.6896936,40957641.891936,42368198.1919878,39265830.6313313,36649033.0041438,42520969.2797702
1.70425,41534320.3285276,40978532.0784414,45249655.6275318,42116799.233268,39770047.6765189,40936660.4138915,42640987.2269201,37457947.4347027,36370674.5028498,42965675.9547299
1.70475,38689023.4656444,40978532.0784414,45244506.4678817,43356970.4536768,39099563.1606373,40418513.369131,42750660.4751579,37080394.6223338,35191581.5720633,42965675.9547299
1.70525,38689023.4656444,41357380.4474427,45283588.8893666,44265398.4705596,40230289.5636168,39933079.8512548,42849653.2089756,37053116.6170202,34773325.5327889,43118211.1042824
1.70575,39170235.4874165,43569975.804569,47003547.7052544,44268921.8990535,40521229.4681939,41313867.4779233,43705637.5854334,37309811.7411645,34693364.2803785,44183487.5958739
1.70625,41318388.44834,44182064.1359962,48859269.7261458,46441086.0603003,43178752.3312381,42869616.0313077,46162127.2667329,38929404.4870775,37519641.4829263,44513102.3835689
1.70675,44212166.6409645,45684222.8340474,50307522.7575844,47560716.4390474,46137593.4001494,44014092.0378115,47382056.1469975,41594609.3964802,40168640.8962086,47309149.9931513
1.70725,46294835.0836693,45902684.4832235,51845026.4896506,48497333.9244577,49498154.9782884,45001792.7534484,46138561.2550419,43918845.0448996,40994095.6832611,47814744.5990146
1.70775,46071495.1465688,44852330.9315048,52411642.7946372,50068662.8763421,51475897.9354283,43983510.6800909,47776248.3676061,45178691.4413328,40242472.1291941,46683269.5566862
1.70825,46155037.3572555,43764275.0669368,52185231.3971345,50362978.4337231,50913557.1971245,42329100.4826697,49373064.6085537,46286733.7969163,40377720.8502507,50327235.600398
1.70875,48319699.8523537,45271941.4261028,52771760.3524865,50514679.5999325,49445682.7244829,43954423.2555171,48251111.7516912,46286733.7969163,41196256.3037462,50327235.600398
1.70925,48166096.6059014,48277713.9358661,51832747.2904026,50822570.9120835,49104619.0926325,45192128.8016887,48786378.8981055,46286733.7969163,41313319.6759562,52970785.2818569
1.70975,47528733.7926692,47274530.6157157,53588132.94693,51339287.325517,49786261.757981,46515295.0957305,49814921.2540822,46286733.7969163,42325048.2025338,53645119.9308628
1.71025,50014959.6867913,48134531.0561393,56863785.6323149,51210446.0957718,48879682.6078464,47514808.0408487,50707694.834296,47573688.6699964,44740176.2405918,52291024.5959824
1.71075,52872822.2675837,50746646.172486,61214266.2199174,56094103.6052411,52795382.3629132,48661192.581903,54258282.2803911,49616277.1397422,47042634.8726236,51681190.3317793
1.71125,53303118.9788526,56622172.1956054,63919398.1927304,60435503.3022087,56750880.7359759,51382333.60933,58151851.3056941,54329416.240427,49962305.4366529,51681190.3317793
1.71175,56129509.0575999,60687913.5419843,64681524.7650725,63872606.8534369,58752685.0649285,52550622.9981585,57181310.381501,57891553.8064119,52661633.9217921,53317279.8391063
1.71225,58053090.6943534,60613009.3303428,63105116.7408137,62921120.2170129,60934154.9253289,53037374.692635,56812016.9102332,59141066.6740828,51969282.4508201,55297717.6568036
1.71275,56639272.6629483,60231272.8588422,63658107.5475514,62003827.5680363,59432313.7604387,53896242.5369434,60248229.1685436,58295159.6396097,50424233.7011823,56828396.9422311
1.71325,54325743.8345692,60230283.1935243,63950064.6354472,62468210.0884754,57189434.5566777,53182476.9474222,61295688.5962658,58295159.6396097,49444737.8090148,58722391.6080287
1.71375,53036430.7075069,60001463.9253558,64233321.6058548,61910912.2336807,57313641.2668032,53054196.7795535,61111976.4842641,58684277.156763,49345777.5583918,58790415.673236
1.71425,54575186.7842759,58370674.9736295,66607877.9022984,61281398.9747374,58972695.4514714,54406312.6281006,61731633.5388945,58457578.0366098,51020430.9297073,58822006.268179
1.71475,56881528.6114605,58375067.7950426,69422311.6282936,60739309.7147952,59167554.7732881,56028035.7481994,64371272.6552343,60136038.4545275,52654404.7223589,59168020.8485115
1.71525,58171723.7464123,61030258.6282068,72315915.1470871,62897481.4177662,59284073.7097738,58300352.1886448,66875535.945183,63497246.4346994,55203396.3390934,59083653.8490142
1.71575,61712974.5371372,63514917.5612423,74542471.0139498,65591745.4602004,60223120.8982039,58037130.0679595,66856992.0954381,65472275.0308211,56448576.5346176,58496438.4945182
1.71625,64496498.3954368,66038269.5455986,76895552.6902821,66921605.7203598,62727215.1312095,59192502.1800425,69015819.4127374,66342856.4599659,56606110.3451291,58171626.913905
1.71675,64216944.2155016,65271026.8816723,75292531.2198363,67093140.2304797,63888878.9007989,60249375.7994372,70785562.118591,66883850.9353446,59811575.8350338,58159566.9554635
1.71725,65416241.2235801,64299013.8312703,72956113.809637,64689980.2983244,63687107.8125402,60168130.8896457,71086250.3789759,66528368.1811222,60510834.1735878,60024567.2385575
1.71775,64370796.984857,64227522.3249713,72897268.4039841,63570726.553345,62214824.8109784,58587635.6261079,67408061.2576639,63987070.365122,58086573.5576105,60211446.3690289
1.71825,59982518.6076706,61359715.584139,72782012.6828926,63256544.5434549,61572124.7230905,57131778.4342829,65326548.6920725,62021119.7539738,57044281.0388752,58916810.1363074
1.71875,57626063.889167,59980300.2363164,72854536.5578423,60374442.7906561,60784244.8655933,55641787.112276,63810945.0674414,61167941.3369878,55691782.920735,57485133.5110263
1.71925,56164595.6775959,60333918.947994,73189479.8058351,58157716.3287628,59120440.946754,55576401.8178076,63351858.114773,60705427.8677393,52074086.5404183,56889684.2096182
1.71975,57691035.5075749,59049919.0138887,70723214.9479869,57088949.043501,59093370.6493626,56097165.3386476,65107992.4653041,60493809.9756111,50667645.2718349,55221401.112734
1.72025,59997812.3673992,59762313.0060788,68814688.7881896,57651057.1952549,60821316.3313883,57363749.3519153,65827820.9865832,60493809.9756111,52946915.0547509,53570372.8646422
1.72075,60458016.3182427,59510891.2820878,68960842.8742295,57780547.0652746,60565215.3085161,55676405.4450331,64874557.5276391,60599836.5858238,54757777.8840087,54506711.1597587
1.72125,58591851.8520177,59740121.6499428,68556211.4453171,59675820.9966858,59667740.642321,54516896.4759949,62863049.3998717,61236484.0505467,54372332.1700512,55075465.6358956
1.72175,60758617.4874528,59360924.5780297,68761332.8544282,62389736.761119,61767257.6951537,55619224.6053673,62892172.3192294,60968820.6497833,53436247.2394557,55698394.2292313
1.72225,61604897.7827722,59540461.5632561,68135593.8793494,62718052.8773343,62994973.746173,55527623.5957395,64407491.1925011,59280280.7412917,53710109.4189875,57721387.6068943
1.72275,60675451.2318395,59727756.1873186,69384154.9102046,60997672.6294404,62421826.8064254,54704537.3769683,65685087.9095919,59447257.5664891,53512903.7236763,58198522.9103069
1.72325,59417257.9101051,58624619.4258641,69338455.2399271,61767430.012528,60725993.1029121,56241352.1280038,64934116.785603,59632255.1944192,52552985.962867,58492819.710648
1.72375,57948437.1644776,58265524.2834564,66952891.8409528,63042397.6758099,58526833.8117187,55286487.7063779,63492199.3628689,57370650.0521067,51052927.285602,59348806.37258
1.72425,55805400.5143782,56012024.4167414,63888749.8451853,60446424.7260359,56129023.0858175,52068879.1706545,59999602.6742111,53997459.4661291,49483655.5530702,57170270.2626352
1.72475,52045496.23099,52365063.5888493,63728012.0332315,56967723.8804983,54924553.0365818,50542688.0069696,56241495.0457668,52307140.4087446,49109867.0697542,53882145.0511636
1.72525,50131571.2505837,51713618.7616871,62251161.4506449,53341415.2858344,51088658.8447319,49481796.7813003,53119151.6618354,50530466.4620482,46353441.4284916,53719144.1969699
1.72575,50648607.412743,51009043.8804262,60378899.5214263,51816089.1612198,49243952.1035009,45865507.0404321,52479772.9416938,47908252.3436015,45260775.9151546,51328916.8891872
1.72625,52428056.4934572,51551111.5055326,58848530.0098857,51993362.4210799,49225206.2832401,44765658.3151411,52549491.285357,47568811.7943804,46366197.7490467,48866975.4968192
1.72675,53344806.1792081,53684890.3339699,59264161.7096219,53213639.8101598,49198575.0433772,45836724.670847,53007482.2172496,48212523.0955991,45413233.8752061,50401516.087253
1.72725,53141664.9739187,56550132.5671904,62760073.8938179,54929340.9619237,51923458.7734489,48210628.3965556,55061442.0343383,51261798.9503497,46027330.4562804,52059012.6161148
1.72775,54864145.2509733,59247759.9003199,65379520.0902481,58113465.9983579,56325483.0157576,49570578.3627191,56826572.1241608,54769338.4014177,49257248.8240223,53715652.2095583
1.72825,56943972.4406179,58821959.6636542,69073409.5923298,62148353.3991039,57877272.722526,51195344.0686478,56238827.0940957,56045293.6235493,49549342.0156711,56680943.3593734
1.72875,56815418.8518733,58059880.1157361,69157610.419562,63745627.1433602,58637041.890973,51720761.8655067,57580605.0712829,57383856.1183545,49335748.481069,57877197.1636804
1.72925,56061954.3436578,58748155.4081884,68730188.3275781,63009641.1006419,59464275.7312969,51384311.2412378,60405941.5191149,56638349.4509406,50872840.6527648,57897431.339479
1.72975,56224612.1522264,62314672.1992661,66210822.6713401,61808976.6314412,58356397.7313622,51169491.7443468,58971903.4701589,56411893.5621649,51959533.2460021,57299250.8333865
1.73025,56865335.7578887,63134537.6426722,64331174.8000357,63073002.7302172,58150921.229581,51448382.8259114,59546545.4925932,58109727.7862844,53401877.2193471,58113088.7183754
1.73075,56903369.0093561,64370033.5458189,67169456.9847889,65669401.679815,57939550.6700408,53162732.7204575,60680028.2163715,59277785.9175243,56665971.5846034,57380847.9170263
1.73125,58398101.7551358,65126835.6164461,70773130.5619,68074010.2528368,60419601.9621535,57206852.5260524,62453766.1053075,62068478.5828434,58092425.645191,56934633.955275
1.73175,59023091.2252821,64733992.1485269,73701573.3669189,70550504.180132,65841737.2822919,61022160.7627493,62692120.2086716,65470123.7864148,60537975.861118,59021732.0675527
1.73225,60126614.1301723,66968923.2981695,75808485.228047,72117460.6386095,68001692.549845,61610844.5152098,63132778.051927,67270276.9243127,60807026.4767992,60154583.5124993
1.73275,63101374.6597363,70486016.1616697,76643839.5212832,73259995.8888151,70294178.0824779,62455144.6909106,65869925.5733761,69670207.0144984,62809472.7669585,61490496.0963852
1.73325,64940315.0376148,72656077.5831608,78770582.9194251,74763982.2044399,69790886.8414365,63820970.5980238,70978914.6755944,71494102.4624752,64647108.1813491,63376421.6568956
1.73375,65496077.8900563,72922793.3508903,79118192.7665144,77092649.1312461,68146248.3587799,67095405.531088,73866891.3517698,72950531.568331,65419194.6833069,65596342.9737373
1.73425,66673921.3556713,69979422.1821677,81674545.1711205,76671652.1060332,68899339.2580313,66389102.0989302,75450471.4796924,74236498.9889139,65379780.6411211,65359237.7623208
1.73475,69084204.681211,68991778.641553,84864000.8596386,76913794.6071339,72505324.1354539,66122143.5042797,75811330.1665982,75448292.7921951,66436223.2461069,65206871.1614805
1.73525,70344135.0850176,70005201.7117846,86107601.3042025,76721799.7528177,74461167.332241,66672425.7355605,75546753.2288839,77223136.0221466,66073797.8012802,65852486.943758
1.73575,71243470.256378,69496538.26983,86635681.0288318,75073649.7900179,76066541.6389914,66894812.102983,77144345.1115732,79333755.0643706,66191690.5573556,67738767.104057
1.73625,72620024.9336669,70715896.73435,86102514.6242813,74371801.5872977,75006379.8723194,68496096.8207058,79153303.7325019,77003099.8939025,65983032.1224835,65991800.5704632
1.73675,74271251.5653491,73907091.0573163,86562084.2036403,74310031.298277,75664951.7727229,69712031.8265737,79691993.2242339,76972459.6885829,65567612.3420023,66387627.8560411
1.73725,76172372.5347716,75056684.6415768,88359213.5158592,74301791.3349253,75586913.7454613,70472935.6312828,80594301.2123805,79295936.6409017,65327066.8961442,67842805.0570829
1.73775,76850900.9848724,75119129.3808528,89472262.0396152,73641283.1398252,76261808.2965482,68513854.7675559,81588979.0446095,79294263.9593564,65725467.2414188,68479269.9485034
1.73825,75281129.8571567,76301957.1114698,89752855.8492081,74114763.2413727,79058141.1429464,68549415.4589073,79290497.3430528,80303021.3365919,67049973.5715009,68842795.9679735
1.73875,74407630.0599569,76630249.2522342,89012211.539128,75224296.1016125,77994229.792211,69919030.2680425,77136738.4482818,78987917.8388885,69517253.2754447,70664095.4142732
1.73925,73233242.0972988,77753789.355834,86241713.7700883,77064446.3763669,76546969.6517433,71087242.5136557,77816822.3410486,75168908.0535683,69588339.8895601,70895978.3305972
1.73975,71410022.6317964,75821632.1495305,82773174.3285159,75351974.9959733,75579848.2591725,69106821.8491923,78103130.0970022,70517006.3717506,65951019.2629779,69550986.4124906
1.74025,67936936.6471807,73090490.5414563,79519568.1733863,72001687.1767981,72782026.2731719,67018024.5530527,75358273.6284429,66737889.5871783,62661400.0714686,67108243.9854964
1.74075,62843588.3325433,68089785.9419075,76352776.3385048,69694878.0897039,68728469.9480791,63360704.7011739,69706753.0482086,64327998.2161856,60374861.6577302,63909607.7504018
1.74125,60269750.1032907,63100727.1834316,74066767.3975172,66709751.2082984,65988766.8364912,59932298.6624151,64870922.3934181,61877990.3279892,57253190.0131514,60646182.7392533
1.74175,57964743.2580569,61451215.6809263,70436059.3649206,64287657.1512097,63307878.6359233,55469223.7134895,63447701.1688395,58604414.9317635,54697470.1241265,57549407.1798231
1.74225,54636556.4877957,58366758.7988478,64986994.3128089,60578211.5565074,59399909.5841215,51635164.5090267,60931700.6266473,55164674.2333314,52222274.0602436,54670660.173344
1.74275,51238167.9057818,54273541.2768247,61321043.629255,56868539.7209087,56204497.2906987,47341924.1238486,58489732.5082037,52579577.3333372,48639307.4395355,52919151.1779732
1.74325,50306687.8376992,51842724.2311936,57643748.3000406,53924558.0378046,53752486.1569189,44653084.7015723,55335902.8745027,51279725.3074833,45943813.4252108,50052795.4358554
1.74375,48092902.6211454,50902446.0676037,53949768.5516275,52090001.1163643,50564040.0274427,42398723.1337794,51782394.7782636,49375548.5150573,45077434.2603183,47709319.3682421
1.74425,46245790.4967889,47147878.799316,53054004.3775162,51012935.2446201,48836123.6993762,40861404.4130224,49775646.1944707,45686676.8250704,43801859.1781624,46316360.8901418
1.74475,44695473.0957654,45940362.4710226,51080046.985996,48456841.4059451,45554180.0909647,41031452.6633477,48523345.7185132,43299175.0000031,42390760.8897101,46003609.6830375
1.74525,44419225.3149539,44283463.7103311,48910659.8053555,45685625.2769103,42519065.8109865,39597900.0146877,44855122.3974984,42710295.9202705,41031848.6260567,44882107.3827977
1.74575,43923637.4367751,44417334.6441608,47667386.275688,44449229.3768632,41181556.2855629,38475634.0426703,44011583.8389551,44396235.6726304,39158447.6903191,43810460.9133467
1.74625,43469804.3066553,44246542.3050856,47212832.8652406,45337987.6297912,41295743.1969872,39398338.0024468,44751293.1012593,43470629.4311442,38177523.8420436,44313157.7789864
1.74675,41779413.1071443,44769478.985311,48130925.5331534,45819078.2047819,42538360.2865204,41163985.1383426,44696789.8542419,43149398.4953352,38523662.9379219,43518249.0941305
1.74725,41906959.4365498,46790978.8525956,48906660.8993479,46682697.4903274,43407406.0413571,40359782.6991113,45663000.4270658,44485338.3390398,40557731.5356693,44222891.2595567
1.74775,41252481.7528253,47980210.8356253,50579084.0607321,48475455.9132616,45828561.9766908,38416699.2993389,44636874.1450819,44228378.6017643,40912400.5358916,45119263.7782852
1.74825,39961915.8670325,48663582.5885573,51039331.6773913,50168315.8005252,47631206.6989978,36936012.247851,44166625.7760514,43384937.6786062,39749272.3946697,45122063.7167665
1.74875,41082637.1905385,47667510.4994235,47947489.8709232,49006537.6682827,45709395.9849145,36720124.9551439,42107760.6066904,40285046.8745854,39491536.6493027,44397164.8695872
1.74925,42031431.4046084,45460708.6602332,45849066.0124683,46960568.5267105,44240994.1935116,34455393.2252923,39834246.0015698,38961334.0618833,40455779.2703449,43175011.0947474
1.74975,41188049.6085725,42150584.5171884,44416251.0227884,45308565.9625497,42714774.3094317,32754999.7898281,39238888.7086034,38561887.2985854,39279401.2536725,42130507.2737922
1.75025,38644807.3806778,40543912.332842,42132995.932653,45714629.1734747,38705227.4846445,32443602.4504684,39176499.5796149,37067221.1800226,37505032.0035897,38730204.3134237
1.75075,35456885.3246767,40061146.0474339,41599739.0167698,45915024.2567534,37920086.3010743,33988378.4209396,43627312.3396303,37573759.7122691,37462098.8777687,37707178.0239504
1.75125,35336422.9738099,41043362.6562293,42659741.7323423,45255804.8294295,39765773.0455714,35442911.9500378,43363815.6788106,38349732.8496593,38409522.6089383,36895884.7007685
1.75175,38261392.8210126,40528405.215097,44741788.5610569,42897570.3910557,39971799.50505,36265253.5923017,42748652.0060399,40495441.2086026,37785696.6737957,39237656.0916054
1.75225,39913438.1064087,37807988.0824976,45501145.5469023,41470607.6156519,41328152.6762605,37737709.9935152,44812341.067612,42388211.4235983,36579521.890122,39182339.2547816
1.75275,40613651.5953205,37502994.1872178,47553086.3814055,42651629.9541876,42970141.0311636,39248501.0878331,45266078.9379772,41658659.4068772,37929865.0127816,38279326.0144054
1.75325,40242538.7906738,39741244.3434257,49455023.5813608,42731346.8560482,45197945.3363514,40857845.7460123,46364908.1769468,42056383.5595541,38394469.4834919,39159614.2775213
1.75375,40728602.2222501,40906590.0263867,50106113.4448772,42736748.6238891,46542809.9616308,41802754.4860601,47356282.5598597,44267369.6805876,39734637.6604008,41125413.9277879
1.75425,40049027.8514523,41542138.1478745,50027913.9941674,44113939.6522111,44450843.5642252,40804670.8714736,46340919.211903,42951714.5763069,40435960.6454148,41254567.2039886
1.75475,41954181.4859669,41013158.2596002,50420539.2353997,45362924.6594544,45303716.9272043,37532035.4385494,45387715.7039734,41578149.3209588,38759367.6337756,40908106.1516213
1.75525,41448756.3025316,41802393.6700318,51487448.9954893,44169664.6995966,45897356.3036889,37257419.9819635,44876272.3291871,42442115.8654689,39359049.7840418,42093023.0388885
1.75575,39443700.1180573,41563931.8926318,50406877.0143211,41986939.0986206,46614250.2290218,37561004.5405453,44283395.0763535,41714789.508745,39415779.8369954,41030978.6771839
1.75625,40187926.1735916,41503923.3708292,48822793.9205386,41446794.4146186,45638515.0510032,37072273.3712355,44011818.6608363,41049119.3733162,37810230.6295385,39779181.5164829
1.75675,39574030.3615837,42177580.0702288,46782309.9872054,40744264.5727218,42748517.7719684,37174177.832984,43843133.0079278,40866922.0792747,38202000.2131214,37408349.5305433
1.75725,40513971.2858233,40358062.8331172,46857737.2457248,41090149.3399075,41473210.5817006,36573585.5097508,43843133.0079278,41847863.5138758,37435953.4217607,33634782.0702811
1.75775,40819053.0072274,38295046.456574,47490107.6614079,41269949.9001704,41639457.0789645,36808590.6980736,44260759.3480998,42093184.2262053,38083193.7724473,32356892.8914254
1.75825,40207946.3604447,38634546.9169894,46668257.5228084,41076337.3587933,42179716.6498231,37844323.0039988,43368469.1650008,41028693.2451161,38594916.8713913,34176455.362435
1.75875,40080274.861256,38936782.6524493,46931718.6334385,42004371.184485,42566064.9887095,35831264.680849,42726871.0168158,40024088.8895992,37063337.9567949,35418805.9486528
1.75925,39999104.7401768,37244914.1906529,46799763.7143862,41982834.4849507,43461660.8067949,34311729.9756456,41946992.0485724,39098387.4323814,36900423.9292491,34480381.4657783
1.75975,39388887.1811174,37305428.1274499,46250213.4716956,39970261.6118951,41906927.2400146,34235008.5548041,40100898.5788999,37816565.4814331,36707781.0049224,33833690.4644441
1.76025,38114726.427878,38076743.6097586,47377058.8191735,37266454.0093433,38762205.1688651,31326965.8932974,39134261.2286254,38018197.7698177,35734504.0949807,33833690.4644441
1.76075,37565211.7660313,35956373.2469393,46316859.8264507,35074264.0039731,38305616.9923298,30246001.1110418,39134261.2286254,38495478.7444668,35741717.5109187,33833690.4644441
1.76125,35663951.2045813,35154237.8116639,46136962.0355707,35752546.8400577,37740503.4276506,31325554.467515,39134261.2286254,38588629.5666774,35344929.233481,33833690.4644441
1.76175,36675715.2737285,37640648.2483892,48331137.6290321,37550066.2966822,40362059.3710285,35018673.4166175,39606788.4581679,40666533.1810393,33682074.3526917,35144881.0448103
1.76225,39410735.5628271,38958302.827546,48616990.033163,39639176.4551334,41697480.3235549,38082202.8157954,41193001.9442539,42891664.0449596,34176443.37461,36283890.1931735
1.76275,41194556.8661098,41068797.3412988,50217013.5825955,42517981.2200454,42735298.835417,40700463.3034323,40886446.4308922,42784900.4947473,36707922.4584868,38637601.3537676
1.76325,41965920.1599285,42998033.270079,50199073.4830635,44191913.3851693,43611489.2014079,41712539.8355185,38187496.1954161,40356229.991232,37851261.9384875,38780547.6053722
1.76375,40902105.3820267,42612322.8257589,47275224.4511061,42555590.8255942,43125640.2825228,39969638.9698861,35802236.9334917,38671880.8436878,34566055.8317796,37515274.7560199
1.76425,38439668.1682287,42005982.6697943,43364800.9072546,39695994.4554392,40819466.4269311,37901685.3295039,35179231.6167228,36590253.0267714,32882688.6992512,37161285.1785833
1.76475,36502789.7792107,39244345.38755,40222577.4569311,37028593.6424612,38447305.9955896,34623749.3639927,33495525.4449391,36079149.126155,31924067.1464087,37759057.6029082
1.76525,34517809.0110009,37188713.0736289,37492240.6172755,34838530.2641928,37924486.047977,31798515.0070857,33000045.3102195,34672302.5777841,30487315.1596752,35611682.8621157
1.76575,31229890.017705,35560661.5017005,35613382.1715715,31670198.3728592,34396256.4501477,29631144.2710643,31951949.9778275,32350911.2844512,28257020.7394357,33119260.1657347
1.76625,28732408.633912,33023603.8388572,33502659.3416847,30918510.8898644,32585783.0577709,28993984.4610321,31055657.3179412,30668084.8399538,26884480.3387957,31204255.0073688
1.76675,28025717.1682197,30419225.0532101,32629476.358675,26889554.0068607,29983488.2694774,27134762.6642981,29993258.6128913,27984977.0872138,25851285.5441923,28734430.4192554
1.76725,26142585.7251853,29468507.0270307,32287029.8796422,24421344.9403084,29191064.6916311,25534402.8820963,28800252.5487346,26814974.0347487,25078132.112727,27410803.2971573
1.76775,24112404.9814019,28444092.1035427,32159957.4277651,24421344.9403084,30006839.8979376,24292168.6345879,28049001.7593048,23435540.5999047,24164415.2200579,29086832.6920147
1.76825,23186681.4509448,27508898.8926464,30907981.6244845,24421344.9403084,28036674.40759,23577062.4938425,26845024.2274221,22933974.1633886,24164415.2200579,29086832.6920147
1.76875,25612740.8600768,26302984.5699666,31047645.2834797,28161329.1164554,26889873.1496328,23351221.5595076,26845024.2274221,22933974.1633886,24164415.2200579,29086832.6920147
1.76925,27099371.9049747,26302984.5699666,31047645.2834797,28161329.1164554,26390176.9593178,23787927.5934025,26845024.2274221,26396919.4555317,24164415.2200579,29086832.6920147
1.76975,29108449.254129,27773111.1628254,31047645.2834797,27291263.1223509,26390176.9593178,24943110.648142,26845024.2274221,26429328.1958977,25555016.5281821,30052822.4469425
1.77025,28088523.9564273,27773111.1628254,31776564.2216233,26297936.5771554,27418194.4709929,25553520.8979985,26845024.2274221,25009366.5878741,25555016.5281821,28976181.4402311
1.77075,25100301.5010524,28856966.4016422,32170777.8683818,28625483.3936963,27418194.4709929,25830421.0886596,28363053.2225652,23158428.6539919,25555016.5281821,28207926.1512384
1.77125,23407400.6841872,29458651.9828582,32617746.5415546,32037292.3781732,28053194.1063834,24862465.9620594,28730083.6556737,24159569.8402786,25555016.5281821,28163686.1453689
1.77175,22513034.4374319,28553890.3727625,32419571.4187066,32447441.4308067,27697146.5800066,22148567.2787426,28340885.4823869,26280902.589511,26020685.1955184,28068125.2775768
1.77225,24824886.3637806,27752428.0450653,30572883.4439695,29768844.7155589,26353029.5423932,21115598.2596562,28453577.9117818,27576163.6367036,24923412.1792941,28596829.3461684
1.77275,25170380.5274581,26946806.5462549,29155259.7148172,28225558.9008061,25216717.7214217,23264050.5858548,27636041.4346643,27437675.0640644,25782990.1383112,26442900.2170044
1.77325,25312951.1686793,26115929.4645237,31107085.8301882,27176324.3207725,26678231.4643041,21089694.6813451,26868568.5196903,28220864.0262543,25782990.1383112,24331534.9413165
1.77375,27241411.1532655,25967288.4375862,31820719.5399895,26831795.3202414,26978449.3116955,20138362.4292007,27965294.0643069,28220864.0262543,25782990.1383112,25587602.2321242
1.77425,29528416.4303524,27955128.7437636,32319980.8332212,26682199.5754475,25800848.6259307,23407055.3386943,29557252.5662687,29299708.6119165,27299416.4845394,27393732.9170855
1.77475,32372310.8589994,27053398.6457203,33753808.8916199,25766574.2968424,26436188.8786946,27139110.9811344,29956966.1566986,28354267.4860217,27820037.5486523,30900650.8275656
1.77525,33028235.415125,26137412.0903787,33324344.4745523,27591604.4820022,28551989.6356662,29262447.9627176,30270090.216882,29022562.719455,26864054.7676304,33347193.5337964
1.77575,31118437.6336532,31886040.816348,33155210.3995259,30372710.0605737,28180553.1931124,28662625.4531567,29772221.7866856,31314030.0448088,26297409.3871834,33812410.3246959
1.77625,30498130.0273109,34736106.817838,34904290.2594068,32128176.8560752,28524217.6964951,27783739.0996949,32551187.7229307,31126143.77119,23945927.5609079,31567746.2942201
1.77675,30206356.0718644,32339378.8382494,35522501.7999262,32294780.8588294,28730621.6781362,26164903.1905969,33354125.1467695,28596950.286002,25530484.8021251,28876524.9565902
1.77725,28985889.0676778,28502892.4748106,32656559.2984196,30359539.1646606,27144446.8482597,23667019.333363,29297937.6923647,26978286.3024345,24332599.5008806,26290593.0267699
1.77775,27305723.6764816,26384463.2185131,29621833.5128729,27955268.0552599,26519803.6063688,21347937.5722004,26697652.1889079,27646258.0474257,23260247.2634612,26148417.5143631
1.77825,24473222.7964089,25713000.6395318,29091663.3916637,24629296.07085,24330028.6223737,21310575.1888821,27292580.179346,26214778.916411,21550766.3751646,25271104.6455391
1.77875,21862656.6713328,23710580.7218944,27171800.2459089,23955230.1769848,23150639.9867014,21310575.1888821,27003472.7725799,23148156.1538156,20197646.211013,24147095.4352455
1.77925,23062050.5858447,23498913.7183094,27171800.2459089,23955230.1769848,25198733.733,22275355.0631571,24087215.4045854,21895228.6649154,20461840.5182628,24147095.4352455
1.77975,25530642.22364,23498913.7183094,27816128.4776312,26482268.6066858,24734637.2492323,23591818.542188,24119642.0333052,21895228.6649154,20853760.1187831,24768366.4414801
1.78025,26855067.1207299,23498913.7183094,27263286.9140804,27674386.8832302,23240414.5241856,22897415.8931604,22215137.9565986,22139294.2401868,21389414.0894194,25799541.837253
1.78075,25080403.5022957,24522293.1386427,26668410.1620319,26187737.824797,23240414.5241856,21443578.8921035,20923540.2423635,22955078.1608356,20378603.6901802,27554949.1452383
1.78125,22811108.4594746,25071163.9856302,26468344.6906722,25485097.5537419,23363739.4613079,19034479.1190332,21670791.3281779,23761544.7513508,19291669.2808933,28588676.5832536
1.78175,23085321.1073727,24695947.2758249,25716033.6467596,25421323.9103136,21567095.4543861,17774961.0076992,22458087.5337314,23764939.5498212,18072867.8432151,27325189.6533431
1.78225,20802000.1545274,24520620.6651778,23897816.2841878,25897594.8785168,22868404.2625624,17943342.2552676,19254098.8545403,22519832.0336499,18473944.1442501,26630014.2640371
1.78275,20802000.1545274,23766796.8264373,21701360.5930673,24823312.3916185,22628336.2452531,17704442.1508817,18123477.8224719,19861248.6920223,18202538.8537901,24870395.5412221
1.78325,20802000.1545274,23091749.0489056,19079180.6894426,24377038.3452302,22471704.3996837,18322338.3962459,17247820.7284708,17980894.3116104,17263013.338132,21889100.7378229
1.78375,21037521.6026146,22498881.1072355,20756181.355402,24546133.2789241,21649680.7506827,20844192.5872649,17332016.0434488,17580088.2244877,15736972.5403132,18996445.2943755
1.78425,21598851.625346,20146236.2158023,20463500.851433,23430275.6929922,20170598.5295281,18142541.0546519,16267284.2226759,17580088.2244877,14294101.8135321,19190224.0036528
1.78475,21870645.3947856,17923209.0756661,19686091.5355833,21739413.1100328,17831405.1930806,15882971.5474132,15964418.4661492,17884128.9675593,15095969.7473179,16592839.7536079
1.78525,19754499.140094,16729913.510804,18802068.8395601,19153922.9432346,16716880.4543249,13915447.4347107,16275099.7176011,15894625.5089895,16230784.2374478,16323618.269334
1.78575,18252485.836591,14173964.8577009,19629802.8865078,15275456.7857717,16802883.4069069,14128444.4216192,16008096.0726869,15113275.8248748,16739771.7174668,18461913.1638253
1.78625,18404460.8354763,14916341.9148309,19957447.8551554,14654444.5472981,15797756.1070593,13990508.0250672,16337750.7253719,15983041.9305223,16091767.8507205,17880355.6716358
